target,revolving_utilization,age,delinquency_30_59,debt_ratio,monthly_income,num_credit_lines,delinquency_90,real_estate_loans,delinquency_60_89,dependents,monthly_income_log,delinquency_total,income_per_dependent,loan_per_age,debt_per_income,utilization_income_ratio
0,0.002332194,64,0,1.4840740076249999,5400.0,5,0,1,0,0.0,8.594339400592892,0,5400.0,0.07692307692307693,0.1546822501957029,0.0002430802062157484
0,0.944822071,62,0,0.32504363,4583.0,7,0,1,0,0.0,8.430327258394575,0,4583.0,0.1111111111111111,0.03446790562974965,0.10018974369727728
0,0.037845572,53,0,0.682432432,1775.0,8,0,1,0,1.0,7.4821189235521155,0,887.5,0.14814814814814814,0.08045541899973895,0.004461806341209745
0,0.760145611,41,0,0.257625721,7277.0,8,0,0,0,1.0,8.892611378172106,0,3638.5,0.19047619047619047,0.02604223608424032,0.076839732396367
0,0.231799466,39,0,0.135232301,3615.0,4,0,0,0,0.0,8.193123721512068,0,3615.0,0.1,0.014710157841513008,0.025214439946846932
0,0.230844807,76,0,1.4840740076249999,5400.0,8,0,2,0,0.0,8.594339400592892,0,5400.0,0.1038961038961039,0.1546822501957029,0.024060521247115222
1,0.9999999,34,2,0.102748691,4583.0,5,1,0,1,3.0,8.430327258394575,4,1145.75,0.14285714285714285,0.010895559420648569,0.10604084806387097
0,0.132091359,36,0,0.461418307,3200.0,8,0,2,0,1.0,8.071218539969863,0,1600.0,0.21621621621621623,0.050866187929095245,0.014561589318786145
0,0.62835249,33,1,0.169387232,11700.0,10,0,0,0,0.0,9.367429587218957,1,11700.0,0.29411764705882354,0.016338401970804974,0.06060832000003526
0,0.752061985,36,0,0.649087728,4000.0,4,0,0,1,0.0,8.294299608857235,1,4000.0,0.10810810810810811,0.06983718572849057,0.08091647748081025
0,0.00054543,56,1,0.394790812,4875.0,8,0,2,0,0.0,8.492080490601163,1,4875.0,0.14035087719298245,0.04159159969101744,5.74615860600921e-05
0,0.098271626,73,0,0.352132701,5900.0,11,0,0,0,0.0,8.682877107057168,0,5900.0,0.14864864864864866,0.03636653621714926,0.010149010971994752
0,0.014306884,54,0,0.373006427,4200.0,12,0,2,0,2.0,8.343077871169383,0,1400.0,0.21818181818181817,0.03992329210388079,0.0015312816822546022
0,0.434571262,45,0,0.214506453,5500.0,9,0,0,0,1.0,8.612685172875459,0,2750.0,0.1956521739130435,0.022314935852188564,0.045208103062217106
0,0.212552456,42,0,1.4840740076249999,5400.0,9,0,0,0,4.0,8.594339400592892,0,1080.0,0.20930232558139536,0.1546822501957029,0.022153943812626132
0,0.029487112,68,0,1.4840740076249999,5400.0,7,0,0,0,0.0,8.594339400592892,0,5400.0,0.10144927536231885,0.1546822501957029,0.0030733863759476567
0,0.051638631,65,0,0.122377943,10916.0,8,0,1,0,0.0,9.29807648628027,0,10916.0,0.12121212121212122,0.011883572933551176,0.005014395753303654
0,0.032607987,70,0,0.034273474,2800.0,4,0,0,0,1.0,7.937731775260109,0,1400.0,0.056338028169014086,0.0038346948489626793,0.0036483514855815903
0,0.9999999,27,0,0.144963759,4000.0,2,0,0,0,0.0,8.294299608857235,0,4000.0,0.07142857142857142,0.015597061112797909,0.10759281947905198
1,0.044665012,37,0,0.352132701,4585.0,9,0,2,0,0.0,8.43076346341785,0,4585.0,0.23684210526315788,0.037338726855564865,0.004736097154091142
1,0.14515218400000002,53,10,0.331619537,3500.0,7,3,0,1,0.0,8.160803920954665,14,3500.0,0.12962962962962962,0.03619982917017192,0.01584491767889225
0,0.603396603,32,0,1.4840740076249999,5400.0,6,0,0,0,0.0,8.594339400592892,0,5400.0,0.18181818181818182,0.1546822501957029,0.06289089616349329
0,0.759717314,34,0,0.807197943,3500.0,9,0,2,0,0.0,8.160803920954665,0,3500.0,0.2571428571428571,0.08811431288836934,0.08293129299080428
0,0.10827798,42,0,0.006715416,6700.0,2,0,0,0,0.0,8.81001204797317,0,6700.0,0.046511627906976744,0.0006845471715182511,0.011037497147862434
0,0.328228194,80,0,0.379690949,7700.0,13,0,3,0,1.0,8.94910546953925,0,3850.0,0.16049382716049382,0.038163325352463445,0.03299072414147405
0,0.136083842,54,0,0.262083206,12672.5,12,0,1,0,2.0,9.447268478261009,0,4224.166666666667,0.21818181818181817,0.02508628992787451,0.013025782029356992
0,0.001132399,63,0,0.155991925,5448.0,10,0,1,0,0.0,8.603187384583098,0,5448.0,0.15625,0.01624376561165812,0.00011791907776557052
0,0.631073785,38,0,0.239377985,8166.0,8,0,1,0,2.0,9.007856923358275,0,2722.0,0.20512820512820512,0.023919005520681783,0.06305783444276444
0,0.005965312,52,0,0.233598744,8916.0,8,0,2,0,3.0,9.095714846134879,0,2229.0,0.1509433962264151,0.023138405507702384,0.0005908756428757302
0,0.057388844,54,0,0.226052181,5250.0,8,0,1,0,2.0,8.566173813637858,0,1750.0,0.14545454545454545,0.023630365222690436,0.005999142929870722
0,0.287134796,42,0,0.633516484,7279.0,12,0,2,0,0.0,8.892886141190731,0,7279.0,0.27906976744186046,0.06403757962625743,0.029024370835975255
0,0.971772304,32,1,0.481253605,5200.0,10,0,1,0,1.0,8.556606193773073,1,2600.0,0.30303030303030304,0.05035821244926644,0.10168592116238827
0,0.522507486,59,0,0.206758648,5000.0,8,0,1,3,0.0,8.517393171418904,3,5000.0,0.13333333333333333,0.02172429406624748,0.054900273277467396
0,0.015358925,68,0,0.238143013,10963.0,7,0,0,0,1.0,9.302372457422676,0,5481.5,0.10144927536231885,0.02311535658259202,0.001490814379258262
0,0.128675745,32,0,0.36203679,3750.0,7,0,0,0,2.0,8.229777750081887,0,1250.0,0.21212121212121213,0.039224865408789285,0.013941369823217942
0,0.117296329,37,1,0.475203277,12672.5,16,0,4,0,2.0,9.447268478261009,1,4224.166666666667,0.42105263157894735,0.045485887338763936,0.011227463833639744
0,0.020347246,74,0,1.4840740076249999,5400.0,4,0,0,0,0.0,8.594339400592892,0,5400.0,0.05333333333333334,0.1546822501957029,0.0021207552860536306
0,0.791120888,63,0,1.4840740076249999,5400.0,4,0,1,0,0.0,8.594339400592892,0,5400.0,0.0625,0.1546822501957029,0.08245704628200999
0,0.178911971,65,0,0.248895925,12000.0,9,0,3,0,0.0,9.392745258631441,0,12000.0,0.13636363636363635,0.023949006620102187,0.017215082882110388
0,0.099987851,50,0,1.4840740076249999,5400.0,16,0,1,0,0.0,8.594339400592892,0,5400.0,0.3137254901960784,0.1546822501957029,0.01042154616646365
0,0.096991461,41,0,0.271092405,5226.0,6,0,1,0,0.0,8.561592778712923,0,5226.0,0.14285714285714285,0.028352222404151736,0.010143860258923925
1,0.323345818,45,4,0.518644865,8500.0,10,0,2,0,1.0,9.04793908261736,4,4250.0,0.21739130434782608,0.0516170391495745,0.0321803123348328
0,0.9999999,41,0,0.01815541,4130.0,1,2,0,0,2.0,8.326274787396764,2,1376.6666666666667,0.023809523809523808,0.0019466947322348525,0.1072239369733528
0,0.215797367,87,0,0.077027948,4400.0,3,0,0,0,0.0,8.38958706681109,0,4400.0,0.03409090909090909,0.008203550108424563,0.022982625909372337
0,0.9999999,46,0,0.0,5400.0,0,0,0,0,0.0,8.594339400592892,0,5400.0,0.0,0.0,0.10422811391665007
1,0.052528199,36,1,0.261836202,12672.5,11,0,1,0,2.0,9.447268478261009,1,4224.166666666667,0.2972972972972973,0.025062647001447,0.005027936164300004
0,0.125005047,46,0,0.298935053,12672.5,8,0,1,0,2.0,9.447268478261009,0,4224.166666666667,0.1702127659574468,0.02861370449338342,0.011965333068649884
0,0.288892592,37,0,1.4840740076249999,5400.0,7,0,2,0,0.0,8.594339400592892,0,5400.0,0.18421052631578946,0.1546822501957029,0.03011073299972561
0,0.275368906,66,0,1.4840740076249999,5400.0,12,0,2,0,0.0,8.594339400592892,0,5400.0,0.1791044776119403,0.1546822501957029,0.028701184573789763
0,3.25e-05,64,0,0.083323047,8100.0,13,0,0,0,1.0,8.999742789830492,0,4050.0,0.2,0.008332519020862978,3.25008359545525e-06
0,0.442124584,58,0,0.30866915,5905.0,5,0,1,0,0.0,8.683724062303869,0,5905.0,0.0847457627118644,0.0318750460064807,0.045656462447238866
0,0.185032169,56,1,0.467704114,9381.0,12,0,4,1,0.0,9.146548238888403,2,9381.0,0.21052631578947367,0.04609489877625999,0.01823597194273735
0,0.825389781,45,0,0.51115213,6500.0,9,0,1,0,0.0,8.77971129020447,0,6500.0,0.1956521739130435,0.05226658689934732,0.08439817459915458
0,0.015686151,50,0,0.343814892,6741.0,16,0,1,0,0.0,8.816111895794005,0,6741.0,0.3137254901960784,0.03502556772476456,0.001598000426902344
0,0.098606555,71,0,1.4840740076249999,5400.0,10,0,0,0,0.0,8.594339400592892,0,5400.0,0.1388888888888889,0.1546822501957029,0.010277576275226047
0,0.904058698,37,0,0.36398243,3414.0,11,0,0,0,4.0,8.13593277200489,0,682.8,0.2894736842105263,0.03984075179661416,0.09895636499978352
0,0.399106998,51,0,0.599800025,8000.0,10,0,2,0,2.0,8.987321812850125,0,2666.6666666666665,0.19230769230769232,0.060056142801794075,0.03996136356460363
0,0.344936623,43,1,0.341842136,8500.0,11,0,1,0,5.0,9.04793908261736,1,1416.6666666666667,0.25,0.03402111947427875,0.03432909178328223
0,0.038499038,57,0,1.4840740076249999,5400.0,2,0,0,0,0.0,8.594339400592892,0,5400.0,0.034482758620689655,0.1546822501957029,0.0040126825196136915
0,0.939369148,31,0,0.824674165,5600.0,11,0,2,0,3.0,8.630700432209832,0,1400.0,0.34375,0.08562971829565805,0.09753902684567826
0,0.029427614,60,0,0.215302684,9200.0,25,0,1,0,0.0,9.127067452782361,0,9200.0,0.4098360655737705,0.0212601214521235,0.0029058376610214946
0,0.004454617,83,0,0.00184604,5416.0,6,0,0,0,0.0,8.597297435657898,0,5416.0,0.07142857142857142,0.00019234998314642242,0.0004641532712583513
0,0.039706212,72,0,1.4840740076249999,5400.0,9,0,2,0,0.0,8.594339400592892,0,5400.0,0.1232876712328767,0.1546822501957029,0.004138504001385057
0,0.107574369,72,0,0.156648452,1646.0,4,0,0,0,0.0,7.4067107301776405,0,1646.0,0.0547945205479452,0.018633738810314687,0.01279624962160758
0,0.631513041,42,0,0.274220517,10166.0,11,0,2,0,0.0,9.226902460275161,0,10166.0,0.2558139534883721,0.026813643531378897,0.06175017738293837
0,0.045828437,42,0,0.194169703,1920.0,3,0,1,0,0.0,7.560601162768557,0,1920.0,0.06976744186046512,0.022681783593011616,0.005353413402707664
0,0.571324688,41,0,0.361025268,5500.0,11,0,1,1,2.0,8.612685172875459,1,1833.3333333333333,0.2619047619047619,0.03755717174829787,0.05943445330053379
0,0.103726204,46,1,0.604732545,6000.0,8,0,2,0,1.0,8.699681400989514,1,3000.0,0.1702127659574468,0.06234560909787286,0.010693774332569147
0,0.9999999,23,10,0.0,1.0,0,10,0,10,0.0,0.6931471805599453,30,1.0,0.0,0.0,0.5906160500880303
0,0.918117344,31,0,1.4840740076249999,5400.0,11,0,1,0,1.0,8.594339400592892,0,2700.0,0.34375,0.1546822501957029,0.09569364868864906
0,0.085684822,56,0,0.324251835,7083.0,11,0,2,0,0.0,8.865593998902725,0,7083.0,0.19298245614035087,0.032866934827853654,0.008685216724865231
0,0.706047531,28,0,1.4840740076249999,5400.0,7,0,0,0,0.0,8.594339400592892,0,5400.0,0.2413793103448276,0.1546822501957029,0.0735900098506385
0,0.0,43,0,0.204081633,2400.0,3,0,0,0,0.0,7.783640596221253,0,2400.0,0.06818181818181818,0.023234287738024766,0.0
0,0.0,73,0,1.4840740076249999,0.0,11,0,1,0,0.0,0.0,0,0.0,0.14864864864864866,1.4840740076249999,0.0
1,0.99260074,39,8,0.961171438,9116.0,15,0,3,1,1.0,9.117896081584902,9,4558.0,0.375,0.09499716445490897,0.098103472500235
0,0.001536607,56,0,0.234016766,9900.0,10,0,1,0,1.0,9.200391041122515,0,4950.0,0.17543859649122806,0.022941940662526535,0.0001506419698818627
0,0.045088388,67,0,0.146868531,12672.5,16,0,5,0,0.0,9.447268478261009,0,12672.5,0.23529411764705882,0.014058079516728076,0.004315806384589549
0,0.138920781,71,0,1.4840740076249999,5400.0,1,0,0,0,0.0,8.594339400592892,0,5400.0,0.013888888888888888,0.1546822501957029,0.014479452435403238
0,0.002921751,78,0,1.4840740076249999,5400.0,6,0,0,0,0.0,8.594339400592892,0,5400.0,0.0759493670886076,0.1546822501957029,0.0003045286265169489
0,0.9999999,42,0,0.312609075,4583.0,3,0,2,0,0.0,8.430327258394575,0,4583.0,0.06976744186046512,0.03314933474039572,0.10604084806387097
0,0.898454388,25,0,0.386328125,2559.0,7,0,0,0,0.0,7.847762537473608,0,2559.0,0.2692307692307692,0.04366393462344348,0.10154594273916226
0,0.074697043,35,0,0.556218207,5700.0,24,0,2,0,2.0,8.648396877031582,0,1900.0,0.6666666666666666,0.05764876943693113,0.007741912356219455
0,0.0,44,0,1.4840740076249999,5400.0,6,0,1,0,0.0,8.594339400592892,0,5400.0,0.13333333333333333,0.1546822501957029,0.0
0,0.209954672,68,0,0.513371657,4000.0,14,0,1,0,0.0,8.294299608857235,0,4000.0,0.2028985507246377,0.05523510954077375,0.02258961738224131
1,0.160846073,42,3,1.4840740076249999,5400.0,10,0,1,0,0.0,8.594339400592892,3,5400.0,0.23255813953488372,0.1546822501957029,0.016764684496158262
0,0.459915756,56,0,0.242232004,7723.0,7,0,1,0,0.0,8.952087643548404,0,7723.0,0.12280701754385964,0.02433981820457848,0.04621299293903903
0,0.096383998,65,0,1.4840740076249999,5400.0,9,0,1,0,0.0,8.594339400592892,0,5400.0,0.13636363636363635,0.1546822501957029,0.010045923327878504
0,0.136060127,58,0,0.330696203,7583.0,6,0,1,0,0.0,8.933796043934858,0,7583.0,0.1016949152542373,0.03329001335817728,0.013696690207674675
0,0.038559699,70,0,0.31218201,10416.0,12,0,1,0,0.0,9.251194365984448,0,10416.0,0.16901408450704225,0.0304532329458003,0.003761483552389655
1,0.888712953,59,5,1.4840740076249999,5400.0,12,1,2,0,0.0,8.594339400592892,6,5400.0,0.2,0.1546822501957029,0.09262888416737489
0,0.379959173,45,0,1.4840740076249999,5400.0,16,0,1,0,0.0,8.594339400592892,0,5400.0,0.34782608695652173,0.1546822501957029,0.03960243192736334
0,0.405103274,59,0,0.239875202,12672.5,13,0,3,0,0.0,9.447268478261009,0,12672.5,0.21666666666666667,0.02296056643888683,0.03877599918514118
0,0.791041792,33,0,0.202740233,5400.0,3,1,1,0,2.0,8.594339400592892,1,1800.0,0.08823529411764706,0.021131234213735597,0.08244880225428723
0,0.088800732,50,0,0.859162213,5800.0,17,0,3,0,0.0,8.665785595466064,0,5800.0,0.3333333333333333,0.08888695124822629,0.009187119983465577
0,0.130598585,43,2,0.218086879,9000.0,8,0,2,2,2.0,9.105090961257085,4,3000.0,0.18181818181818182,0.02158188182928239,0.012924038536685608
0,0.813289053,58,0,1.4840740076249999,5400.0,7,0,1,0,1.0,8.594339400592892,0,2700.0,0.11864406779661017,0.1546822501957029,0.08476759254000771
0,0.96013289,45,0,0.003736572,2140.0,1,0,0,0,4.0,7.669028288589683,0,428.0,0.021739130434782608,0.000431025470861381,0.11075438423286064
0,0.34171273,53,0,0.357369484,10400.0,6,0,2,0,3.0,9.249657234353133,0,2600.0,0.1111111111111111,0.034866481466543794,0.033338942189666876
0,0.007354215,72,0,0.001999714,7000.0,10,0,0,0,0.0,8.853808274977197,0,7000.0,0.136986301369863,0.00020293818838327537,0.0007463322600537424
0,0.042184483,70,0,0.19907755,9322.0,6,0,1,0,1.0,9.140239744296693,0,4661.0,0.08450704225352113,0.01963243029948772,0.004160107064897195
0,0.719581053,62,0,0.440239963,6500.0,11,0,2,0,1.0,8.77971129020447,0,3250.0,0.1746031746031746,0.04501564002619915,0.07357896686794271
0,0.154878659,67,0,0.114661207,12672.5,10,0,1,0,1.0,9.447268478261009,0,6336.25,0.14705882352941177,0.010975233118454886,0.014824799355188026
0,0.002890006,43,0,0.385378363,12672.5,6,0,2,0,3.0,9.447268478261009,0,3168.125,0.13636363636363635,0.036887954377922506,0.00027662790575484986
0,0.006155891,70,0,1.4840740076249999,5400.0,7,0,1,0,0.0,8.594339400592892,0,5400.0,0.09859154929577464,0.1546822501957029,0.0006416169725681781
0,0.092933367,76,0,0.185344828,2087.0,10,0,0,0,0.0,7.643961949002529,0,2087.0,0.12987012987012986,0.021442115212155447,0.010751246656138283
0,0.031621566,63,0,0.177293935,4500.0,14,0,0,0,1.0,8.412054873292933,0,2250.0,0.21875,0.01883689984671449,0.0033596878073594116
0,0.803439312,34,0,0.311922019,4000.0,7,0,0,0,0.0,8.294299608857235,0,4000.0,0.2,0.033560572837865704,0.08644430950282067
0,0.034349141,53,0,0.198555957,3600.0,6,0,1,0,0.0,8.188966863648876,0,3600.0,0.1111111111111111,0.02160808281782777,0.003738085196050015
0,0.16715203,47,0,0.280939729,7150.0,6,0,1,0,0.0,8.875007486048396,0,7150.0,0.125,0.028449571243051426,0.01692677501623727
0,0.063486251,36,0,0.228494321,8892.0,10,0,2,0,0.0,9.09301972939964,0,8892.0,0.2702702702702703,0.022638846165575807,0.00629011462397848
0,0.986005598,54,0,1.4840740076249999,5400.0,2,1,1,0,0.0,8.594339400592892,1,5400.0,0.03636363636363636,0.1546822501957029,0.10276951406775008
0,0.9999999,37,2,1.4840740076249999,5400.0,5,0,2,1,0.0,8.594339400592892,3,5400.0,0.13157894736842105,0.1546822501957029,0.10422811391665007
1,0.9999999,28,10,0.0,1700.0,0,10,0,10,0.0,7.438971592395862,30,1700.0,0.0,0.0,0.11849783934585986
0,0.060084467,43,0,0.233534985,8760.0,11,0,1,0,2.0,9.078065332666364,0,2920.0,0.25,0.0231726008208178,0.005961904891134834
0,0.473789459,38,0,0.284208032,8440.0,6,0,1,0,3.0,9.04085606398372,0,2110.0,0.15384615384615385,0.028305159459405715,0.0471861618153725
0,0.001848171,76,0,0.20437275,7500.0,16,0,1,0,1.0,8.922791623969637,0,3750.0,0.2077922077922078,0.02059629565396841,0.00018625514573293386
0,0.0,74,0,0.12201068,8613.0,7,0,1,0,0.0,9.061144065614055,0,8613.0,0.09333333333333334,0.012126919086368673,0.0
0,0.02597948,67,0,0.018234165,2083.0,2,0,0,0,0.0,7.642044402873258,0,2083.0,0.029411764705882353,0.0021099365092289517,0.003006172936505914
0,0.033177009,50,0,1.4840740076249999,5400.0,5,0,1,0,0.0,8.594339400592892,0,5400.0,0.09803921568627451,0.1546822501957029,0.0034579774192634665
0,0.9999999,55,0,1.4840740076249999,5400.0,4,0,1,0,0.0,8.594339400592892,0,5400.0,0.07142857142857142,0.1546822501957029,0.10422811391665007
0,0.060201349,48,0,0.753810976,1311.0,5,0,1,0,1.0,7.179307969504034,0,655.5,0.10204081632653061,0.09216072787704417,0.007360200792592287
0,0.031852712,69,1,0.059084026,12672.5,9,0,0,0,0.0,9.447268478261009,1,12672.5,0.12857142857142856,0.005655452056481923,0.0030489033632360536
0,0.021853523,61,0,0.007059298,4957.0,4,0,0,0,1.0,8.508757712595136,0,2478.5,0.06451612903225806,0.0007423996081685177,0.0022982521650597113
0,0.664223851,45,1,0.299457995,4427.0,6,0,0,0,3.0,8.395703293828527,1,1106.75,0.13043478260869565,0.031871801996631366,0.07069442597621071
0,0.007099858,60,0,0.634423898,2108.0,9,0,1,0,0.0,7.653969180478774,0,2108.0,0.14754098360655737,0.07331016378370103,0.0008204163721793154
0,0.000777749,91,0,0.0,5400.0,6,0,0,0,0.0,8.594339400592892,0,5400.0,0.06521739130434782,0.0,8.106331947689262e-05
0,0.0,49,0,0.281189219,10796.0,7,0,2,0,0.0,9.28702359674714,0,10796.0,0.14,0.027334361232428283,0.0
0,0.142766919,79,0,0.586876382,4068.0,10,0,2,0,1.0,8.31115254800169,0,2034.0,0.125,0.06302940253362645,0.015332894425689532
1,0.051134134,48,0,0.4029036,8609.0,13,0,1,0,4.0,9.060679597421776,0,1721.8,0.2653061224489796,0.040047354266529965,0.0050825725543534855
1,0.754983923,39,1,0.388264476,12672.5,13,0,2,0,2.0,9.447268478261009,1,4224.166666666667,0.325,0.03716420965038971,0.07226615498309374
0,0.329178055,44,0,0.381664499,4613.0,7,0,1,0,4.0,8.4368504387337,0,922.6,0.15555555555555556,0.0404440550878556,0.034882194767958126
0,0.9999999,34,0,0.218191471,5650.0,1,2,0,1,3.0,8.639587799629844,3,1412.5,0.02857142857142857,0.022634937876532278,0.10373886526957093
0,0.187776244,37,0,0.148212947,4000.0,8,0,0,0,0.0,8.294299608857235,0,4000.0,0.21052631578947367,0.015946650445694346,0.020203377543484172
0,0.271560703,40,0,0.458135466,4000.0,8,0,1,0,0.0,8.294299608857235,0,4000.0,0.1951219512195122,0.0492920914194985,0.029217984617281915
1,0.883861846,47,3,1.4840740076249999,5400.0,3,0,1,1,0.0,8.594339400592892,4,5400.0,0.0625,0.1546822501957029,0.09212326238379484
0,0.222724703,44,2,1.4840740076249999,5400.0,7,0,1,0,0.0,8.594339400592892,2,5400.0,0.15555555555555556,0.1546822501957029,0.023214178037753854
0,0.463884708,63,0,0.352132701,5625.0,22,0,2,0,0.0,8.635153989049803,0,5625.0,0.34375,0.036546660427035534,0.04814502274973472
1,0.023426672,59,0,0.315300839,5600.0,19,0,1,0,1.0,8.630700432209832,0,2800.0,0.31666666666666665,0.03273913888396714,0.0024324992937844485
0,0.440520144,53,0,0.347709796,5981.0,14,1,1,0,3.0,8.696510239189893,1,1495.25,0.25925925925925924,0.035859271781581686,0.04543079243288705
0,0.0,40,0,0.372738813,6301.0,5,0,1,0,4.0,8.74862232231722,0,1260.2,0.12195121951219512,0.03823502446563148,0.0
0,0.233894695,44,1,0.300407114,9333.0,17,0,2,0,4.0,9.141418926509761,1,1866.6,0.37777777777777777,0.02962180304126211,0.023063310636798284
0,0.245918349,33,0,0.214062875,8333.0,9,0,0,0,1.0,9.0280988119824,0,4166.5,0.2647058823529412,0.021346306913551754,0.02452292838460631
0,0.364099146,44,0,0.340091022,4833.0,6,0,1,0,2.0,8.483429561263428,0,1611.0,0.13333333333333333,0.035861606795621254,0.03839319348004868
0,0.807897234,25,0,0.537885096,1200.0,10,0,0,0,0.0,7.0909098220799835,0,1200.0,0.38461538461538464,0.06648017439671851,0.09985245809998518
0,0.14515218400000002,45,0,0.109636586,4897.0,3,0,0,1,3.0,8.496582237512113,1,1224.25,0.06521739130434782,0.011544846688835948,0.015284676146607725
0,0.167629472,27,0,0.784719743,2800.0,11,0,1,0,0.0,7.937731775260109,0,2800.0,0.39285714285714285,0.08779853353533458,0.01875525874070232
0,0.289912474,49,0,0.335574153,7288.0,11,0,2,0,1.0,8.894121641382213,0,3644.0,0.22,0.03391651782372064,0.029301486732024762
0,0.280343018,61,0,0.409288038,11067.0,20,0,2,0,0.0,9.311813340906816,0,11067.0,0.3225806451612903,0.039691179860321966,0.02718658772535023
0,0.017701069,79,0,0.009067659,4300.0,12,0,0,0,1.0,8.366602832783736,0,2150.0,0.15,0.0009680840708076772,0.0018898067224591905
0,0.61084519,50,3,0.402384501,6038.0,4,0,1,1,2.0,8.705993714307901,4,2012.6666666666667,0.0784313725490196,0.041457321408196746,0.06293484294138112
1,0.9999999,52,3,0.154616843,7385.0,3,3,0,0,1.0,8.90734159541251,6,3692.5,0.05660377358490566,0.015606289690424494,0.10093523982892036
0,0.233921604,41,1,0.480989344,7600.0,12,0,2,0,2.0,8.936035096566041,1,2533.3333333333335,0.2857142857142857,0.0484085794107383,0.02354275138187111
0,0.100995792,63,0,0.281506014,5736.0,5,0,1,0,0.0,8.654691704601872,0,5736.0,0.078125,0.029157431703989187,0.010460799276672993
0,0.094813059,72,0,0.232323232,9800.0,5,0,1,0,1.0,9.19023970026918,0,4900.0,0.0684931506849315,0.022798603255020887,0.009304301153730023
0,0.233354784,42,2,0.169483052,10000.0,13,0,2,0,0.0,9.210440366976517,2,10000.0,0.3023255813953488,0.01659899533306679,0.02285452689726646
0,0.026410243,42,0,1.4840740076249999,5400.0,14,0,1,0,0.0,8.594339400592892,0,5400.0,0.32558139534883723,0.1546822501957029,0.002752690091239419
0,0.547486313,37,0,0.373222016,3233.0,6,0,0,0,2.0,8.081475040137052,0,1077.6666666666667,0.15789473684210525,0.041097070063011214,0.06028605601846566
0,0.110875012,41,0,0.792525934,8000.0,16,0,3,0,0.0,8.987321812850125,0,8000.0,0.38095238095238093,0.07935319887062231,0.011101575985800654
0,0.023050196,80,0,0.003261785,9503.0,10,0,0,0,0.0,9.159468041602427,0,9503.0,0.12345679012345678,0.0003210586407322885,0.002268838870855324
0,0.027999263,68,0,1.4840740076249999,5400.0,3,0,1,0,0.0,8.594339400592892,0,5400.0,0.043478260869565216,0.1546822501957029,0.0029183106653773118
0,0.063611835,48,0,1.4840740076249999,0.0,11,0,1,0,2.0,0.0,0,0.0,0.22448979591836735,1.4840740076249999,0.063611835
0,0.14515218400000002,50,1,0.0059988,5000.0,1,0,0,0,0.0,8.517393171418904,1,5000.0,0.0196078431372549,0.0006302986429114461,0.015251254349341959
0,0.268546291,35,0,0.163243047,5500.0,7,0,0,0,2.0,8.612685172875459,0,1833.3333333333333,0.19444444444444445,0.016982044461482017,0.027936657257617153
0,0.016519339,47,0,0.644118627,3000.0,5,0,1,1,1.0,8.006700845440367,1,1500.0,0.10416666666666667,0.07151549030587426,0.0018341165409488313
0,0.017115672,73,0,0.014794082,2500.0,4,0,0,0,0.0,7.824445930877619,0,2500.0,0.05405405405405406,0.0016764884861761153,0.0019395746921753523
0,0.223016891,45,0,0.348624827,9416.0,8,0,1,0,3.0,9.150271845510064,0,2354.0,0.17391304347826086,0.03434635370423236,0.021971519028689927
1,0.754439125,40,2,0.191532573,6400.0,10,4,0,1,1.0,8.764209507142004,7,3200.0,0.24390243902439024,0.01961577871305445,0.07726576579990091
1,0.46272351,50,0,0.23452912,12672.5,8,0,1,0,2.0,9.447268478261009,0,4224.166666666667,0.1568627450980392,0.022448845886177356,0.04429133901965371
0,0.061287764,60,0,0.385237465,6800.0,16,0,1,0,0.0,8.824824939175638,0,6800.0,0.26229508196721313,0.03921061875249288,0.006238051505184622
0,0.027561642,63,2,0.145341782,7416.0,16,0,2,0,0.0,8.911529941736559,2,7416.0,0.25,0.014663909896289459,0.0027807656499064196
0,0.172310218,35,1,1.4840740076249999,5400.0,6,0,2,0,0.0,8.594339400592892,1,5400.0,0.16666666666666666,0.1546822501957029,0.017959570826663888
0,0.443636212,54,0,0.461967122,10766.0,13,0,3,0,2.0,9.284241179815718,0,3588.6666666666665,0.23636363636363636,0.04491990356144856,0.04313747647912993
0,0.067029422,54,0,0.353041363,4109.0,15,0,2,0,2.0,8.32117830749028,0,1369.6666666666667,0.2727272727272727,0.03787518609276085,0.007191088914814207
1,0.9999999,65,0,0.0,4000.0,0,0,0,0,0.0,8.294299608857235,0,4000.0,0.0,0.0,0.10759281947905198
0,0.53438664,53,0,0.461031918,12672.5,11,0,2,0,3.0,9.447268478261009,0,3168.125,0.2037037037037037,0.04412942186365069,0.05115084781366228
0,0.105055056,65,1,0.472863338,12672.5,11,0,4,0,0.0,9.447268478261009,1,12672.5,0.16666666666666666,0.045261911186062494,0.010055743873970667
0,0.0,57,0,0.161490683,6600.0,16,0,1,0,1.0,8.79497643168877,0,3300.0,0.27586206896551724,0.01648709255466346,0.0
0,0.216225896,41,0,0.118376325,5000.0,6,0,0,0,4.0,8.517393171418904,0,1000.0,0.14285714285714285,0.012437893745473145,0.022719025273573296
1,0.418458543,42,0,0.352132701,1000.0,7,0,1,0,1.0,6.90875477931522,0,500.0,0.16279069767441862,0.04452441766445683,0.05291080007872393
0,0.503363025,42,0,1.4840740076249999,5400.0,3,0,0,0,0.0,8.594339400592892,0,5400.0,0.06976744186046512,0.1546822501957029,0.05246458395758796
